id_customer,is_male,age,age_segment,total_buy,month_buy_rate,average_basket_size
c_2977,True,20,18 - 30,177,1,2
c_8052,False,30,18 - 30,728,2,2
c_998,True,21,18 - 30,763,2,2
c_7891,True,41,31 - 50,708,5,2
c_1656,False,40,31 - 50,666,4,2
c_5311,False,32,31 - 50,615,4,2
c_6266,False,39,31 - 50,1558,9,2
c_5424,True,51,51 +,559,2,1
c_2102,False,61,51 +,574,3,1
c_2532,False,27,18 - 30,207,1,2
c_8486,False,44,31 - 50,728,4,2
c_3107,True,36,31 - 50,637,4,2
c_6599,False,42,31 - 50,617,4,2
c_2539,True,43,31 - 50,378,2,2
c_2521,False,27,18 - 30,492,1,1
c_8299,True,53,51 +,556,2,1
c_7520,False,25,18 - 30,600,2,2
c_8016,False,49,31 - 50,290,2,2
c_740,True,27,18 - 30,623,1,1
c_3353,True,31,31 - 50,454,3,2
c_902,True,56,51 +,322,2,2
c_4902,True,59,51 +,275,1,1
c_7978,False,33,31 - 50,522,3,2
c_6981,False,48,31 - 50,1023,6,3
c_501,False,50,31 - 50,375,2,2
c_1377,True,36,31 - 50,1606,10,2
c_2162,False,33,31 - 50,169,1,2
c_2550,False,39,31 - 50,456,3,2
c_783,False,63,51 +,361,2,2
c_5453,True,32,31 - 50,364,2,2
c_6373,False,31,31 - 50,322,2,2
c_7193,False,40,31 - 50,414,2,2
c_5874,False,59,51 +,562,3,1
c_5222,False,55,51 +,289,1,1
c_8445,False,35,31 - 50,132,1,2
c_67,False,57,51 +,416,2,2
c_1461,False,46,31 - 50,396,2,2
c_6466,False,27,18 - 30,312,1,1
c_4166,False,26,18 - 30,496,1,1
c_4627,True,30,18 - 30,327,1,2
c_7069,True,45,31 - 50,859,5,2
c_1536,True,20,18 - 30,441,1,2
c_1833,False,20,18 - 30,54,0,1
c_5746,True,40,31 - 50,388,2,2
c_7215,False,40,31 - 50,168,1,2
c_7148,True,61,51 +,484,2,1
c_5685,True,32,31 - 50,800,4,2
c_4700,False,44,31 - 50,697,4,3
c_2515,False,45,31 - 50,101,1,2
c_5569,True,47,31 - 50,390,2,2
c_6386,False,37,31 - 50,131,1,2
c_1278,True,35,31 - 50,658,4,2
c_3400,False,57,51 +,805,4,1
c_7273,False,55,51 +,193,1,1
c_3235,True,51,51 +,950,4,1
c_4915,False,63,51 +,359,2,1
c_4552,False,34,31 - 50,177,1,2
c_1178,True,38,31 - 50,1232,8,2
c_7725,True,21,18 - 30,700,2,2
c_6639,True,26,18 - 30,165,0,2
c_5728,False,25,18 - 30,254,1,2
c_8358,False,31,31 - 50,369,2,3
c_3020,True,61,51 +,237,1,2
c_1863,False,41,31 - 50,494,3,2
c_7848,True,23,18 - 30,464,1,2
c_4430,True,36,31 - 50,332,2,2
c_5066,False,32,31 - 50,807,5,2
c_2872,True,29,18 - 30,547,2,2
c_228,False,53,51 +,973,5,1
c_5423,True,46,31 - 50,432,3,2
c_3322,False,22,18 - 30,401,1,2
c_7455,True,33,31 - 50,208,1,3
c_4751,True,44,31 - 50,281,2,2
c_2200,False,48,31 - 50,459,3,2
c_6502,False,19,18 - 30,848,2,2
c_5108,True,44,31 - 50,531,3,2
c_4842,True,56,51 +,595,3,1
c_1222,False,41,31 - 50,776,5,3
c_3979,False,43,31 - 50,170,1,2
c_8452,True,49,31 - 50,128,1,2
c_1577,True,25,18 - 30,365,1,1
c_7420,False,53,51 +,186,1,2
c_6127,True,64,51 +,584,3,1
c_7943,False,36,31 - 50,953,6,2
c_2666,True,50,31 - 50,418,2,3
c_6632,True,24,18 - 30,283,1,2
c_3346,False,39,31 - 50,489,3,2
c_7954,True,49,31 - 50,1509,9,2
c_3924,True,34,31 - 50,259,2,3
c_4255,False,52,51 +,588,3,2
c_4878,True,37,31 - 50,1510,10,2
c_2885,True,49,31 - 50,295,2,3
c_2025,False,27,18 - 30,643,2,2
c_2197,True,23,18 - 30,331,1,1
c_3484,False,30,18 - 30,759,2,2
c_7775,True,52,51 +,112,0,1
c_2557,True,42,31 - 50,420,2,2
c_4145,True,47,31 - 50,860,5,2
c_3824,True,64,51 +,514,3,1
c_8212,False,27,18 - 30,247,1,2
c_5308,True,53,51 +,600,3,1
c_7596,True,29,18 - 30,586,1,2
c_4713,False,52,51 +,183,1,2
c_1388,True,52,51 +,504,2,1
c_6212,True,27,18 - 30,416,1,1
c_7783,True,26,18 - 30,283,1,3
c_3878,True,34,31 - 50,1254,7,2
c_6236,False,46,31 - 50,611,3,2
c_77,True,30,18 - 30,157,1,3
c_3802,True,43,31 - 50,296,2,2
c_2873,False,35,31 - 50,174,1,2
c_5128,False,23,18 - 30,336,1,1
c_6715,True,25,18 - 30,377,1,2
c_2336,False,42,31 - 50,535,4,2
c_2203,True,25,18 - 30,886,2,1
c_1373,True,35,31 - 50,137,1,3
c_4612,False,19,18 - 30,616,2,1
c_3244,True,48,31 - 50,680,4,3
c_6573,False,46,31 - 50,1838,12,2
c_8572,False,56,51 +,876,4,1
c_8074,True,53,51 +,986,5,2
c_966,False,41,31 - 50,345,2,2
c_4566,True,39,31 - 50,906,5,2
c_4208,False,49,31 - 50,738,4,2
c_3377,False,41,31 - 50,480,3,2
c_7976,False,34,31 - 50,273,2,2
c_2648,False,22,18 - 30,317,1,2
c_7085,False,42,31 - 50,331,2,2
c_4949,False,51,51 +,198,1,1
c_3654,False,44,31 - 50,932,5,2
c_8613,True,51,51 +,511,2,1
c_3257,False,52,51 +,454,2,2
c_8616,True,38,31 - 50,1342,8,2
c_8419,False,32,31 - 50,731,4,2
c_7482,False,60,51 +,215,1,2
c_2618,False,36,31 - 50,299,2,3
c_7101,False,39,31 - 50,1160,7,2
c_1180,False,58,51 +,175,1,1
c_7798,True,41,31 - 50,667,4,2
c_8145,True,31,31 - 50,661,4,2
c_1882,True,39,31 - 50,793,5,2
c_5872,False,58,51 +,202,1,2
c_670,True,20,18 - 30,293,1,1
c_1962,False,20,18 - 30,735,2,2
c_6436,True,27,18 - 30,1021,2,1
c_4075,True,36,31 - 50,355,2,2
c_5434,False,57,51 +,278,1,1
c_6116,False,30,18 - 30,801,2,2
c_310,False,41,31 - 50,259,2,3
c_3707,True,55,51 +,310,2,1
c_8499,False,53,51 +,574,3,1
c_5157,False,43,31 - 50,208,1,3
c_2010,True,47,31 - 50,1409,8,3
c_5936,True,61,51 +,190,1,1
c_656,False,39,31 - 50,782,5,2
c_3842,True,46,31 - 50,469,3,2
c_4190,False,58,51 +,285,2,2
c_6433,False,62,51 +,94,0,1
c_3790,False,36,31 - 50,284,2,2
c_811,False,52,51 +,403,2,1
c_3807,False,54,51 +,81,1,1
c_682,False,48,31 - 50,1984,12,2
c_392,False,21,18 - 30,691,2,2
c_4516,False,63,51 +,341,2,1
c_4258,False,63,51 +,987,5,1
c_2198,False,42,31 - 50,1454,9,2
c_355,True,51,51 +,565,3,1
c_1476,True,51,51 +,872,4,1
c_1138,False,45,31 - 50,1140,7,2
c_7312,True,22,18 - 30,974,2,1
c_710,True,58,51 +,376,2,2
c_3178,False,29,18 - 30,338,1,2
c_5361,False,54,51 +,418,2,3
c_6702,True,53,51 +,418,2,1
c_6927,False,56,51 +,721,4,1
c_7720,False,45,31 - 50,944,5,2
c_4165,False,35,31 - 50,546,3,2
c_7108,False,61,51 +,564,3,1
c_6999,False,41,31 - 50,1075,6,2
c_6267,False,27,18 - 30,487,2,3
c_4996,True,44,31 - 50,355,2,3
c_5592,True,33,31 - 50,412,2,3
c_1085,True,41,31 - 50,294,2,2
c_6102,False,39,31 - 50,684,4,2
c_1688,True,41,31 - 50,460,2,2
c_4241,True,29,18 - 30,1101,2,1
c_2177,False,49,31 - 50,325,2,2
c_3121,True,23,18 - 30,560,1,1
c_8151,True,51,51 +,302,2,2
c_1080,False,53,51 +,409,2,1
c_6424,True,59,51 +,133,1,3
c_8272,True,31,31 - 50,491,3,2
c_3071,False,43,31 - 50,413,2,2
c_5489,False,45,31 - 50,189,1,2
c_211,False,31,31 - 50,265,2,2
c_4063,False,63,51 +,35,0,1
c_8233,True,59,51 +,317,1,1
c_237,True,62,51 +,837,4,1
c_4298,True,50,31 - 50,1173,7,2
c_3378,True,50,31 - 50,1146,7,2
c_5529,False,36,31 - 50,890,5,2
c_6494,True,34,31 - 50,288,2,1
c_6904,False,45,31 - 50,320,2,2
c_8158,True,38,31 - 50,249,2,2
c_4172,False,27,18 - 30,1087,3,2
c_8612,False,57,51 +,957,4,1
c_782,True,31,31 - 50,290,1,2
c_953,True,36,31 - 50,237,1,2
c_6271,True,60,51 +,268,1,1
c_3626,False,60,51 +,937,5,1
c_8270,True,60,51 +,61,0,1
c_5021,False,22,18 - 30,502,1,2
c_6707,False,60,51 +,547,3,1
c_3300,False,38,31 - 50,1070,7,2
c_860,True,56,51 +,700,4,1
c_2610,False,40,31 - 50,147,1,3
c_7226,False,48,31 - 50,1045,6,2
c_7762,True,56,51 +,471,2,1
c_4761,False,21,18 - 30,668,1,1
c_4153,False,34,31 - 50,1132,7,2
c_1320,False,30,18 - 30,843,2,2
c_4458,True,46,31 - 50,200,1,2
c_635,True,54,51 +,207,1,2
c_2385,True,58,51 +,94,0,1
c_796,False,52,51 +,197,1,2
c_6489,False,34,31 - 50,946,6,2
c_251,True,62,51 +,407,2,2
c_417,True,58,51 +,269,1,1
c_3729,False,50,31 - 50,375,2,2
c_5411,True,34,31 - 50,973,6,2
c_2297,False,40,31 - 50,256,2,2
c_1818,False,56,51 +,325,2,1
c_3879,True,51,51 +,369,2,1
c_3205,True,27,18 - 30,242,1,1
c_7674,True,57,51 +,304,2,2
c_944,True,43,31 - 50,736,4,2
c_7072,True,53,51 +,336,2,1
c_7032,False,58,51 +,370,2,1
c_7513,True,48,31 - 50,858,5,2
c_3238,False,27,18 - 30,229,0,2
c_4353,False,25,18 - 30,268,0,1
c_6303,True,50,31 - 50,1067,6,2
c_4595,True,30,18 - 30,1243,3,2
c_7355,True,64,51 +,177,1,1
c_5877,True,57,51 +,105,1,1
c_19,False,54,51 +,568,3,1
c_5203,True,20,18 - 30,432,1,1
c_1524,False,32,31 - 50,552,3,2
c_6048,True,36,31 - 50,236,2,2
c_1995,True,44,31 - 50,474,3,2
c_4554,False,63,51 +,445,2,1
c_3423,False,28,18 - 30,451,1,2
c_1140,True,19,18 - 30,273,1,1
c_2513,True,41,31 - 50,103,1,1
c_6066,True,35,31 - 50,237,1,2
c_2465,False,30,18 - 30,419,2,3
c_4,True,58,51 +,680,3,1
c_6039,True,36,31 - 50,277,2,2
c_43,True,40,31 - 50,853,6,2
c_4689,False,52,51 +,102,1,3
c_2989,False,19,18 - 30,564,1,1
c_2889,True,55,51 +,254,1,2
c_3473,True,48,31 - 50,892,6,2
c_7016,True,40,31 - 50,381,2,2
c_6254,False,56,51 +,161,1,1
c_3063,False,30,18 - 30,260,0,2
c_4941,True,51,51 +,400,2,1
c_405,True,28,18 - 30,538,1,1
c_4473,True,38,31 - 50,165,1,2
c_5961,False,60,51 +,468,2,1
c_2680,False,46,31 - 50,1245,8,2
c_909,True,40,31 - 50,166,1,4
c_7244,False,44,31 - 50,1699,10,2
c_5875,False,43,31 - 50,479,3,2
c_8283,True,25,18 - 30,325,1,2
c_7091,False,30,18 - 30,942,3,2
c_197,True,42,31 - 50,1372,9,2
c_394,False,23,18 - 30,735,2,3
c_2705,True,43,31 - 50,443,2,2
c_1647,False,54,51 +,142,1,1
c_4099,False,46,31 - 50,963,6,2
c_3343,False,23,18 - 30,807,2,2
c_6369,True,48,31 - 50,355,2,3
c_5843,False,34,31 - 50,610,3,2
c_4393,True,58,51 +,609,3,2
c_4933,False,56,51 +,685,3,2
c_3077,False,44,31 - 50,211,1,2
c_6738,True,43,31 - 50,108,1,2
c_8459,False,27,18 - 30,594,2,1
c_4265,False,60,51 +,433,2,1
c_986,False,29,18 - 30,704,3,3
c_6954,False,32,31 - 50,245,2,2
c_2956,True,28,18 - 30,551,1,2
c_3904,True,44,31 - 50,611,4,3
c_5557,False,33,31 - 50,1200,7,2
c_6062,False,42,31 - 50,149,1,2
c_1588,False,44,31 - 50,454,3,2
c_6493,False,24,18 - 30,463,1,2
c_1126,True,54,51 +,522,3,1
c_3258,True,26,18 - 30,326,1,2
c_437,False,54,51 +,545,3,1
c_6412,False,41,31 - 50,953,6,3
c_3237,False,55,51 +,476,2,1
c_4951,True,38,31 - 50,1329,9,2
c_5776,True,44,31 - 50,481,3,2
c_3297,False,47,31 - 50,976,6,2
c_3481,False,55,51 +,219,1,1
c_2620,True,30,18 - 30,575,1,1
c_5061,True,23,18 - 30,284,0,2
c_4129,True,43,31 - 50,1067,6,2
c_6903,False,35,31 - 50,266,2,2
c_8172,False,34,31 - 50,1672,10,2
c_732,True,29,18 - 30,491,1,2
c_1027,False,43,31 - 50,699,4,2
c_8562,True,55,51 +,512,3,1
c_2935,True,64,51 +,188,1,2
c_2987,True,52,51 +,389,2,2
c_1843,True,27,18 - 30,421,1,1
c_5171,True,48,31 - 50,1156,7,2
c_3100,False,48,31 - 50,314,2,2
c_83,False,24,18 - 30,839,2,1
c_3227,True,23,18 - 30,197,1,2
c_3519,True,48,31 - 50,1229,8,2
c_1181,True,20,18 - 30,335,1,1
c_1835,False,22,18 - 30,808,3,3
c_6941,True,22,18 - 30,630,1,1
c_3874,False,44,31 - 50,564,3,2
c_763,True,39,31 - 50,524,3,2
c_206,False,33,31 - 50,612,4,2
c_1919,False,42,31 - 50,152,1,3
c_3521,False,43,31 - 50,491,3,2
c_4676,False,33,31 - 50,567,3,2
c_6850,False,35,31 - 50,1085,7,2
c_5248,True,54,51 +,155,1,1
c_4990,False,46,31 - 50,899,5,2
c_7297,False,31,31 - 50,390,3,2
c_5575,False,28,18 - 30,489,1,1
c_8618,False,26,18 - 30,1001,2,1
c_4370,False,45,31 - 50,411,3,3
c_6124,True,36,31 - 50,635,4,2
c_722,False,35,31 - 50,1066,6,2
c_6135,True,47,31 - 50,603,4,2
c_7011,False,26,18 - 30,531,2,2
c_4413,False,44,31 - 50,1320,7,2
c_663,False,30,18 - 30,247,1,1
c_1462,True,59,51 +,580,3,1
c_5514,False,32,31 - 50,730,4,2
c_3102,True,58,51 +,493,3,2
c_1573,False,30,18 - 30,955,3,2
c_6988,False,57,51 +,335,1,1
c_4512,True,19,18 - 30,230,0,2
c_1365,True,39,31 - 50,1205,7,2
c_8505,True,60,51 +,452,2,1
c_1186,False,26,18 - 30,536,1,1
c_5495,False,59,51 +,321,2,2
c_8090,True,35,31 - 50,381,2,2
c_2765,False,38,31 - 50,1452,8,2
c_822,True,22,18 - 30,972,2,2
c_4822,True,63,51 +,81,0,2
c_8171,True,50,31 - 50,782,4,2
c_1385,False,26,18 - 30,648,1,1
c_2547,True,54,51 +,430,2,1
c_5722,True,43,31 - 50,579,3,2
c_6768,False,27,18 - 30,310,1,1
c_2678,False,28,18 - 30,594,1,1
c_724,True,59,51 +,460,2,1
c_8550,True,20,18 - 30,362,2,4
c_5443,True,57,51 +,229,1,2
c_4185,False,52,51 +,99,0,2
c_6401,False,50,31 - 50,738,4,2
c_7306,False,53,51 +,512,2,2
c_2863,True,43,31 - 50,306,2,2
c_5918,True,25,18 - 30,397,2,3
c_5608,True,49,31 - 50,285,2,2
c_6251,False,64,51 +,372,2,2
c_6523,True,58,51 +,525,2,1
c_5028,True,57,51 +,217,1,2
c_4509,True,52,51 +,236,1,1
c_4064,False,46,31 - 50,498,3,2
c_3587,True,42,31 - 50,506,3,2
c_8125,False,43,31 - 50,717,4,2
c_3293,True,47,31 - 50,380,2,3
c_1605,True,27,18 - 30,295,1,2
c_1024,False,52,51 +,124,0,1
c_3414,False,22,18 - 30,535,1,1
c_7385,True,56,51 +,133,1,2
c_6043,False,40,31 - 50,565,3,3
c_8416,True,60,51 +,87,0,1
c_8304,True,33,31 - 50,1149,6,2
c_1946,True,58,51 +,258,1,1
c_2142,True,32,31 - 50,1407,9,2
c_2054,False,32,31 - 50,417,2,2
c_4983,True,24,18 - 30,287,1,2
c_7707,False,30,18 - 30,773,1,1
c_4244,False,56,51 +,365,2,1
c_379,False,48,31 - 50,527,3,2
c_969,False,47,31 - 50,466,3,2
c_1256,False,56,51 +,342,2,4
c_6760,True,51,51 +,310,2,2
c_5408,True,43,31 - 50,1014,6,2
c_7353,True,35,31 - 50,734,5,3
c_2679,True,34,31 - 50,1249,8,2
c_1083,False,36,31 - 50,392,2,2
c_8593,False,37,31 - 50,971,6,2
c_4189,True,28,18 - 30,464,2,2
c_3043,True,55,51 +,259,1,2
c_2864,False,20,18 - 30,549,1,1
c_5186,True,25,18 - 30,1251,2,2
c_4596,True,36,31 - 50,159,1,3
c_3016,False,25,18 - 30,271,1,1
c_5639,True,47,31 - 50,1522,8,2
c_3595,False,59,51 +,317,1,1
c_3693,True,40,31 - 50,363,2,2
c_8017,True,24,18 - 30,868,2,2
c_7989,False,34,31 - 50,343,2,2
c_7811,True,32,31 - 50,587,3,3
c_7095,True,55,51 +,188,1,1
c_5582,True,27,18 - 30,455,1,3
c_932,True,49,31 - 50,561,4,2
c_6844,True,25,18 - 30,191,0,1
c_5090,True,24,18 - 30,203,0,1
c_1172,False,28,18 - 30,747,1,1
c_33,True,40,31 - 50,781,4,2
c_5359,False,40,31 - 50,300,2,2
c_8189,False,49,31 - 50,425,2,2
c_2460,False,36,31 - 50,855,5,2
c_7818,False,44,31 - 50,954,6,2
c_5422,False,34,31 - 50,963,6,3
c_7847,False,34,31 - 50,610,3,3
c_5732,True,44,31 - 50,259,2,2
c_4351,True,30,18 - 30,1027,2,1
c_4621,False,27,18 - 30,783,1,1
c_5074,False,45,31 - 50,629,4,2
c_282,False,25,18 - 30,394,1,1
c_1639,True,36,31 - 50,343,2,2
c_5115,True,53,51 +,276,1,1
c_2032,False,34,31 - 50,730,4,2
c_1039,False,59,51 +,564,3,1
c_3912,False,39,31 - 50,183,1,2
c_4277,False,29,18 - 30,232,0,1
c_7090,True,35,31 - 50,1479,9,2
c_6507,False,22,18 - 30,395,2,2
c_3068,True,32,31 - 50,371,2,2
c_4994,False,19,18 - 30,530,1,2
c_6692,False,40,31 - 50,900,5,2
c_5883,False,32,31 - 50,822,5,2
c_4210,True,64,51 +,258,1,2
c_877,True,53,51 +,509,2,1
c_3014,True,52,51 +,592,3,2
c_3015,False,24,18 - 30,403,1,2
c_1469,False,42,31 - 50,1231,7,2
c_7050,False,26,18 - 30,509,2,2
c_8436,False,63,51 +,641,3,1
c_7708,True,34,31 - 50,424,3,3
c_1489,False,43,31 - 50,651,4,2
c_229,False,35,31 - 50,674,4,2
c_2933,True,60,51 +,568,3,2
c_1073,False,61,51 +,149,1,2
c_570,False,44,31 - 50,615,4,2
c_1512,True,49,31 - 50,385,2,3
c_2231,False,42,31 - 50,1367,8,2
c_3470,False,61,51 +,332,2,1
c_6893,False,39,31 - 50,276,2,2
c_863,True,44,31 - 50,987,6,2
c_7153,False,58,51 +,277,2,1
c_2091,True,56,51 +,860,4,1
c_8089,False,37,31 - 50,672,4,2
c_6173,True,24,18 - 30,1330,3,1
c_6137,True,58,51 +,221,1,2
c_3997,False,22,18 - 30,154,0,1
c_2944,True,57,51 +,118,1,1
c_3158,False,24,18 - 30,813,2,2
c_2878,True,63,51 +,196,1,1
c_8035,False,43,31 - 50,920,6,3
c_3440,True,55,51 +,390,2,1
c_6604,False,46,31 - 50,941,6,2
c_4269,True,62,51 +,567,3,1
c_4415,True,48,31 - 50,263,2,3
c_3382,True,64,51 +,576,3,1
c_476,False,33,31 - 50,272,2,2
c_5659,False,21,18 - 30,258,1,1
c_5058,True,38,31 - 50,839,5,2
c_1113,True,50,31 - 50,194,1,2
c_8427,False,55,51 +,174,1,2
c_4778,True,44,31 - 50,347,2,2
c_7578,True,27,18 - 30,442,1,2
c_162,True,28,18 - 30,847,2,2
c_3834,True,41,31 - 50,809,5,2
c_3647,True,42,31 - 50,256,2,2
c_7573,True,36,31 - 50,578,3,3
c_8006,False,33,31 - 50,721,4,2
c_3494,True,46,31 - 50,892,6,2
c_3422,True,33,31 - 50,503,4,2
c_1871,False,27,18 - 30,753,2,1
c_6379,False,42,31 - 50,157,1,3
c_6255,True,49,31 - 50,240,1,2
c_8374,True,59,51 +,1085,5,1
c_4828,True,27,18 - 30,640,2,2
c_8421,True,22,18 - 30,260,0,1
c_1433,True,46,31 - 50,721,4,2
c_5927,True,27,18 - 30,898,2,1
c_2361,False,38,31 - 50,537,3,2
c_6206,False,25,18 - 30,917,2,1
c_5720,False,57,51 +,1201,6,1
c_2467,False,25,18 - 30,754,2,2
c_38,False,53,51 +,75,0,1
c_3200,True,34,31 - 50,237,1,3
c_1303,True,35,31 - 50,368,2,3
c_2100,True,31,31 - 50,432,2,2
c_4508,False,62,51 +,52,0,1
c_566,True,40,31 - 50,670,4,2
c_6649,True,48,31 - 50,651,4,2
c_7300,False,42,31 - 50,1273,8,2
c_1161,True,51,51 +,159,1,1
c_7917,False,43,31 - 50,563,4,2
c_8463,False,55,51 +,175,1,1
c_1848,True,21,18 - 30,358,2,3
c_5477,True,49,31 - 50,589,4,2
c_1779,False,27,18 - 30,604,1,1
c_8378,True,41,31 - 50,445,2,2
c_2562,True,22,18 - 30,296,1,2
c_1501,True,24,18 - 30,415,1,1
c_7736,False,59,51 +,162,1,1
c_768,True,42,31 - 50,284,2,2
c_7484,True,38,31 - 50,319,2,2
c_3052,True,54,51 +,384,2,1
c_104,True,27,18 - 30,89,0,2
c_5767,False,43,31 - 50,831,5,2
c_4362,True,55,51 +,330,2,3
c_1087,True,43,31 - 50,721,4,2
c_4835,True,36,31 - 50,655,4,3
c_5523,False,52,51 +,459,3,2
c_2900,True,43,31 - 50,1432,9,2
c_3334,True,43,31 - 50,799,5,3
c_7015,True,48,31 - 50,217,1,2
c_85,False,56,51 +,220,1,2
c_5101,True,42,31 - 50,666,4,2
c_828,True,64,51 +,94,0,1
c_123,False,57,51 +,257,2,1
c_1300,False,28,18 - 30,1076,3,1
c_2343,False,32,31 - 50,187,1,4
c_1541,False,45,31 - 50,417,2,2
c_3124,True,39,31 - 50,1329,9,2
c_1702,True,28,18 - 30,116,1,2
c_8280,False,55,51 +,651,4,1
c_4663,True,52,51 +,725,4,1
c_3445,True,37,31 - 50,997,5,2
c_6865,False,45,31 - 50,439,3,3
c_1663,False,51,51 +,383,2,2
c_469,True,25,18 - 30,905,2,2
c_2065,True,31,31 - 50,225,1,3
c_5704,True,54,51 +,309,2,3
c_5912,False,41,31 - 50,279,2,2
c_7627,False,49,31 - 50,575,3,2
c_2135,True,28,18 - 30,300,1,3
c_5386,False,45,31 - 50,689,4,2
c_3116,False,49,31 - 50,488,3,2
c_4714,False,36,31 - 50,207,1,3
c_897,False,53,51 +,299,2,1
c_2775,False,46,31 - 50,691,4,3
c_8213,False,44,31 - 50,798,5,2
c_1826,True,57,51 +,133,1,2
c_6808,False,55,51 +,751,4,1
c_6812,False,22,18 - 30,639,2,2
c_7123,True,19,18 - 30,332,2,3
c_3959,True,31,31 - 50,635,4,2
c_3426,False,42,31 - 50,123,1,3
c_2915,False,33,31 - 50,855,5,2
c_7333,True,57,51 +,75,0,1
c_7994,True,33,31 - 50,401,2,3
c_2066,False,35,31 - 50,543,4,2
c_299,False,30,18 - 30,607,2,2
c_4710,True,55,51 +,41,0,1
c_8294,False,56,51 +,431,2,1
c_5856,False,56,51 +,276,2,2
c_5335,True,45,31 - 50,328,2,2
c_3275,True,64,51 +,231,1,1
c_4035,False,23,18 - 30,193,1,2
c_8532,False,30,18 - 30,472,1,1
c_6558,False,34,31 - 50,383,2,2
c_7962,False,20,18 - 30,304,2,4
c_4433,True,35,31 - 50,408,2,3
c_4785,False,52,51 +,973,5,1
c_3411,False,23,18 - 30,229,1,2
c_4272,False,63,51 +,351,2,2
c_3189,False,55,51 +,441,2,1
c_1651,True,21,18 - 30,201,0,2
c_3909,True,25,18 - 30,394,1,2
c_8309,False,60,51 +,246,2,1
c_5952,False,63,51 +,428,2,1
c_6132,True,38,31 - 50,372,2,2
c_1567,True,56,51 +,575,3,2
c_5109,True,23,18 - 30,403,2,2
c_2654,True,28,18 - 30,389,2,3
c_3028,False,43,31 - 50,1681,10,2
c_5676,False,33,31 - 50,140,1,3
c_5430,True,37,31 - 50,545,3,2
c_7,False,55,51 +,292,1,2
c_8440,False,28,18 - 30,304,2,3
c_1535,False,32,31 - 50,1113,7,2
c_3203,True,57,51 +,437,2,1
c_1438,True,55,51 +,612,3,1
c_4067,False,49,31 - 50,431,3,2
c_2980,True,50,31 - 50,349,2,2
c_2307,False,48,31 - 50,306,2,2
c_5633,False,36,31 - 50,329,2,2
c_6336,True,43,31 - 50,733,4,2
c_6345,True,31,31 - 50,558,3,2
c_2208,True,62,51 +,564,3,1
c_3667,True,20,18 - 30,376,1,1
c_6582,True,32,31 - 50,390,2,2
c_7253,False,48,31 - 50,686,4,2
c_5326,True,28,18 - 30,500,1,1
c_5696,True,60,51 +,247,1,1
c_8044,True,41,31 - 50,659,4,2
c_7709,True,34,31 - 50,314,2,2
c_425,False,43,31 - 50,545,3,3
c_4469,False,53,51 +,390,2,1
c_744,False,31,31 - 50,223,1,2
c_970,False,42,31 - 50,374,2,2
c_3175,True,50,31 - 50,404,3,2
c_2899,False,28,18 - 30,1706,4,1
c_7667,False,27,18 - 30,530,1,1
c_6825,True,54,51 +,291,1,2
c_2749,False,42,31 - 50,603,3,3
c_7623,False,49,31 - 50,275,2,2
c_6322,True,52,51 +,754,3,1
c_4226,True,64,51 +,457,2,2
c_6586,True,36,31 - 50,285,2,2
c_4946,False,52,51 +,340,2,2
c_1728,True,47,31 - 50,645,4,2
c_6472,False,33,31 - 50,53,0,2
c_241,True,42,31 - 50,424,2,2
c_7113,False,56,51 +,265,1,1
c_3838,False,55,51 +,183,1,1
c_3044,True,39,31 - 50,433,2,2
c_4254,False,35,31 - 50,80,1,1
c_4705,False,58,51 +,179,1,1
c_3849,False,20,18 - 30,773,2,2
c_6063,False,44,31 - 50,628,4,3
c_2123,False,24,18 - 30,265,1,1
c_4692,True,41,31 - 50,413,2,2
c_7225,False,22,18 - 30,157,0,1
c_6203,True,59,51 +,186,1,2
c_1674,False,22,18 - 30,463,1,1
c_5273,True,58,51 +,285,1,1
c_4681,True,62,51 +,235,1,2
c_7887,True,42,31 - 50,324,2,3
c_6996,False,54,51 +,901,4,1
c_14,False,51,51 +,143,1,1
c_7904,True,20,18 - 30,1252,2,1
c_3177,True,44,31 - 50,602,3,3
c_2325,False,41,31 - 50,338,2,2
c_1447,False,53,51 +,469,2,1
c_2698,True,59,51 +,285,2,1
c_7742,True,38,31 - 50,316,2,3
c_2235,True,49,31 - 50,935,6,2
c_4111,True,53,51 +,541,3,1
c_8355,False,43,31 - 50,249,1,2
c_3713,True,26,18 - 30,1071,2,2
c_4199,True,44,31 - 50,279,1,2
c_5297,False,54,51 +,295,1,1
c_7252,True,43,31 - 50,469,2,2
c_7747,True,22,18 - 30,917,2,2
c_8311,False,52,51 +,227,1,1
c_7265,True,31,31 - 50,676,4,2
c_7430,False,21,18 - 30,293,0,2
c_6889,False,54,51 +,86,0,1
c_4139,False,30,18 - 30,640,1,2
c_4861,True,33,31 - 50,738,4,2
c_7264,False,20,18 - 30,112,0,1
c_4968,True,34,31 - 50,190,1,2
c_7858,False,46,31 - 50,751,5,2
c_6196,False,35,31 - 50,324,2,2
c_3632,True,47,31 - 50,224,1,2
c_2313,False,27,18 - 30,1126,2,1
c_868,True,47,31 - 50,1257,7,2
c_5328,True,46,31 - 50,516,3,2
c_2113,True,31,31 - 50,448,3,2
c_4732,True,21,18 - 30,412,2,2
c_74,False,32,31 - 50,337,2,2
c_3086,True,39,31 - 50,288,1,2
c_1040,True,44,31 - 50,219,1,2
